,06
,75
,38
,38
4,00
,25
,25
,25
,25
,12
,50
,25
,25
,12
1,00
,12
,50
,12
1,00
,12
1,00
,12
1,00
,12
1,00
,12
2,00
,12
,25
,25
,25
,25
,25
,25
,12
2,00
,12
,50
,25
,12
2,00
,12
,25
,25
,25
,25
,25
,25
,25
,12
2,00
,12
,25
,25
,25
,25
,25
,25
,25
,12
1,00
,25
,12
2,00
,12
,25
,25
,25
,25
,25
,25
,25
,12
2,00
,12
,25
,25
,25
,25
,25
,25
,25
,12
